,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Arlit,30,NE,1575590764,15,18.74,7.39,295.02,4.09
374,San Pedro,0,AR,1575590765,46,-33.68,-59.66,292.59,1.28
375,Calahorra,0,ES,1575590765,93,42.3,-1.96,279.15,1.5
376,Centralia,90,US,1575590765,87,46.72,-122.96,283.15,3.1
377,Kitimat,90,CA,1575590765,92,54.02,-128.69,272.15,4.6
378,San Policarpo,78,PH,1575590765,78,12.18,125.51,300.31,1.25
379,Xai-Xai,26,MZ,1575590765,82,-25.04,33.64,290.52,1.39
380,Richards Bay,100,ZA,1575590766,73,-28.77,32.06,293.65,8.06
381,Istok,0,PL,1575590766,88,52.66,23.48,273.15,5.21
382,Maravilla,75,EC,1575590766,62,-1.93,-79.53,302.15,4.6
383,Ostrovnoy,100,RU,1575590769,94,68.05,39.51,266.02,3.97
384,Betsiamites,90,CA,1575590769,92,48.94,-68.65,271.15,2.6
385,La Ronge,90,CA,1575590523,78,55.1,-105.3,261.15,4.1
386,Velen,75,DE,1575590769,93,51.9,6.98,277.04,5.7
387,Tilichiki,79,RU,1575590745,92,60.47,166.1,264.94,4.06
388,Moron,5,HT,1575590769,81,18.56,-74.26,299.65,6.48
389,Collie,59,AU,1575590769,18,-33.36,116.15,304.82,4.91
390,Lazaro Cardenas,90,MX,1575590769,37,28.39,-105.62,294.15,2.6
391,Sandwick,100,GB,1575590769,100,54.57,-2.89,283.15,13.4
392,Freilassing,75,DE,1575590769,100,47.84,12.98,272.59,0.5
393,Thongwa,40,MM,1575590769,94,16.76,96.52,293.15,2.6
394,Carutapera,45,BR,1575590769,77,-1.2,-46.02,300.83,8.17
395,Ciudad Bolivar,43,VE,1575590770,77,8.12,-63.55,299.4,4.31
396,Makakilo City,75,US,1575590683,69,21.35,-158.09,301.15,4.1
397,Nelson Bay,90,AU,1575590770,42,-32.72,152.14,302.04,3.6
398,Erode,6,IN,1575590770,91,11.33,77.73,292.56,2.21
399,Tortona,90,IT,1575590770,89,44.9,8.86,278.15,0.5
400,Gilgit,84,PK,1575590770,27,35.92,74.31,259.7,0.91
401,Nautla,39,MX,1575590770,97,20.22,-96.78,293.58,0.6
402,San Felipe,0,CL,1575590770,21,-32.75,-70.73,288.37,1.76
403,Skjervoy,67,NO,1575590770,72,70.03,20.97,276.27,4.3
404,Zyryanka,100,RU,1575590770,92,65.73,150.89,248.99,10.84
405,Port Moresby,20,PG,1575590770,70,-9.47,147.16,303.15,4.1
406,San Ramon,40,NI,1575590770,77,12.92,-85.84,294.15,4.1
407,Furano,40,JP,1575590771,85,43.28,142.47,263.15,3.1
408,Lata,0,IN,1575590771,6,30.78,78.62,267.25,3.42
409,Umm Kaddadah,0,SD,1575590771,21,13.6,26.69,292.4,5.6
410,Puerto Escondido,40,MX,1575590771,70,15.86,-97.07,303.15,2.6
411,Kirensk,84,RU,1575590771,98,57.78,108.12,252.41,2.14
412,Mayumba,100,GA,1575590771,89,-3.44,10.65,298.83,5.49
413,Port Macquarie,5,AU,1575590771,23,-31.43,152.91,308.15,2.6
414,Pringsewu,100,ID,1575590771,94,-5.36,104.98,296.71,0.79
415,Podor,84,MR,1575590771,37,16.65,-14.96,295.15,1.0
416,Villa Constitucion,0,AR,1575590771,33,-33.23,-60.33,298.15,2.1
417,Pisco,48,PE,1575590771,30,-13.71,-76.2,295.15,9.3
418,Kourou,100,GF,1575590771,88,5.16,-52.64,299.15,0.5
419,Mugur-Aksy,95,RU,1575590771,60,50.38,90.44,259.89,3.13
420,Walvis Bay,0,NA,1575590753,82,-22.95,14.51,291.48,2.1
421,Griffith,67,AU,1575590771,43,-34.29,146.06,294.15,3.6
422,Sayyan,0,YE,1575590772,58,15.17,44.32,280.52,1.75
423,Igarka,100,RU,1575590772,94,67.47,86.57,262.9,8.94
424,Tabas,0,IR,1575590772,53,33.6,56.92,283.25,0.39
425,Sao Jose da Coroa Grande,82,BR,1575590772,76,-8.9,-35.15,300.24,6.14
426,Managua,40,NI,1575590599,51,12.15,-86.27,303.15,5.1
427,North Bend,1,US,1575590751,82,43.41,-124.22,286.15,1.4
428,Nkoteng,4,CM,1575590775,97,4.5,12.12,293.51,1.35
429,Matara,100,BI,1575590775,94,-3.48,29.48,287.87,0.98
430,Bontang,98,ID,1575590695,78,0.12,117.47,300.81,2.02
431,Dingle,95,PH,1575590775,86,11.0,122.67,299.15,2.84
432,San Carlos del Zulia,43,VE,1575590775,86,9.0,-71.91,298.74,1.53
433,Tornio,90,FI,1575590775,80,61.12,27.27,278.15,5.7
434,Rexburg,90,US,1575590511,80,43.82,-111.79,273.15,1.5
435,Fort Nelson,90,CA,1575590776,84,58.81,-122.69,258.15,3.1
436,Keita,20,NG,1575590776,88,7.1,3.65,299.15,2.6
437,Liverpool,90,GB,1575590403,82,53.41,-2.98,286.15,8.2
438,Qaqortoq,93,GL,1575590776,40,60.72,-46.03,265.15,3.19
439,Ostersund,91,SE,1575590776,85,63.18,14.64,273.15,4.1
440,Trebinje,75,HR,1575590777,62,42.71,18.35,284.15,2.1
441,Timbuktu,4,ML,1575590777,16,16.77,-3.01,297.06,3.58
442,Ashqelon,40,IL,1575590777,63,31.67,34.57,292.15,5.1
443,Saint Anthony,90,US,1575590777,80,43.97,-111.68,273.15,1.5
444,Beringovskiy,100,RU,1575590708,88,63.05,179.32,269.98,11.73
445,Eydhafushi,59,MV,1575590777,79,5.1,73.07,301.4,10.28
446,Honningsvag,90,NO,1575590780,86,70.98,25.97,274.15,5.1
447,Aklavik,90,CA,1575590706,71,68.22,-135.01,257.15,5.1
448,Wiarton,90,CA,1575590780,68,44.74,-81.13,272.15,3.1
449,Broken Hill,0,AU,1575590789,46,-31.97,141.45,294.15,6.7
450,La Romana,40,DO,1575590789,83,18.43,-68.97,301.15,2.27
451,Berlevag,90,NO,1575590789,86,70.86,29.09,274.15,5.1
452,Lasa,20,CY,1575590735,62,34.92,32.53,285.15,4.6
453,Verkhnyaya Toyma,100,RU,1575590790,97,62.24,45.0,274.71,6.07
454,Fredericksburg,1,US,1575590540,69,38.3,-77.46,279.15,2.36
455,Guerrero Negro,21,MX,1575590790,60,27.97,-114.04,294.46,5.47
456,Sakaiminato,75,JP,1575590790,86,35.55,133.23,277.15,3.6
457,Mao,40,DO,1575590790,83,19.55,-71.08,301.15,3.1
458,Peniche,0,PT,1575590790,66,39.36,-9.38,286.48,6.2
459,Bonthe,6,SL,1575590703,81,7.53,-12.5,299.85,3.32
460,Shimoda,75,JP,1575590790,66,34.7,138.93,284.15,4.1
461,Silver City,1,US,1575590790,50,32.77,-108.28,285.15,7.7
462,Voh,75,NC,1575590790,80,-20.95,164.69,298.04,6.58
463,Alice Springs,0,AU,1575590739,8,-23.7,133.88,305.15,3.1
464,Kedrovyy,3,RU,1575590790,92,56.17,91.82,258.15,3.5
465,Les Cayes,0,HT,1575590790,75,18.19,-73.75,301.44,4.09
466,Akureyri,90,IS,1575590790,97,65.68,-18.09,273.15,6.7
467,Charters Towers,34,AU,1575590729,34,-20.07,146.27,306.35,4.14
468,Paamiut,28,GL,1575590718,25,61.99,-49.67,267.45,2.66
469,Fare,99,PF,1575590790,68,-16.7,-151.02,301.43,2.2
470,Mecca,7,SA,1575590660,68,21.43,39.83,296.38,0.9
471,Port Huron,90,US,1575590791,80,42.98,-82.44,275.37,1.4
472,Abu Dhabi,0,AE,1575590604,77,24.47,54.37,294.15,1.5
473,Palauig,0,PH,1575590791,76,15.44,119.9,298.67,0.54
474,Namibe,53,AO,1575590791,77,-15.19,12.15,295.05,1.97
475,Sola,64,TZ,1575590791,82,-3.17,33.8,291.88,0.59
476,Karachi,40,PK,1575590791,26,24.87,67.03,295.15,10.3
477,Cap Malheureux,20,MU,1575590791,94,-19.98,57.61,297.59,2.1
478,Woodstock,75,CA,1575590791,79,43.13,-80.75,272.59,2.1
479,Honiara,75,SB,1575590708,66,-9.43,159.96,304.15,4.1
480,Puerto Leguizamo,25,CO,1575590791,71,-0.19,-74.78,299.21,1.05
481,Keti Bandar,77,PK,1575590791,26,24.14,67.45,295.65,8.1
482,Ponta Delgada,20,PT,1575590791,76,37.73,-25.67,287.15,2.6
483,Salalah,75,OM,1575590684,57,17.01,54.1,299.15,9.8
484,Bayshore Gardens,1,US,1575590791,55,27.43,-82.59,291.15,2.1
485,Tarakan,100,ID,1575590636,91,3.3,117.63,298.76,2.3
486,Oranjemund,26,ZA,1575590791,60,-28.55,16.43,292.15,1.59
487,Calama,41,CL,1575590791,11,-22.46,-68.93,293.15,11.3
488,Prince Rupert,20,CA,1575590791,100,54.32,-130.32,275.15,2.6
489,Rio Gallegos,20,AR,1575590791,43,-51.62,-69.22,286.15,12.9
490,Maragogi,82,BR,1575590791,76,-9.01,-35.22,300.24,6.14
491,Uvira,92,CD,1575590792,93,-3.41,29.14,285.14,0.31
492,Naze,21,NG,1575590792,89,5.43,7.07,297.58,1.59
493,Chicama,75,PE,1575590795,77,-7.84,-79.15,294.15,4.1
494,Beloha,75,MG,1575590798,69,-25.17,45.06,293.04,5.38
495,Viedma,0,AR,1575590798,57,-40.81,-62.99,288.21,2.86
496,Vestmannaeyjar,100,IS,1575590798,67,63.44,-20.27,273.81,8.27
497,Portel,60,BR,1575590798,75,-1.94,-50.82,299.46,2.39
498,Saint-Joseph,90,FR,1575590798,87,43.56,6.97,284.15,1.5
499,Saqqez,76,IR,1575590798,84,36.24,46.27,272.76,1.63
500,Motygino,20,RU,1575590799,95,58.18,94.69,257.67,1.71
501,Inyonga,100,TZ,1575590799,96,-6.72,32.06,291.4,2.79
502,Najran,0,SA,1575590668,54,17.54,44.22,286.15,0.67
503,Gonen,0,IL,1575590799,84,33.12,35.65,286.48,2.93
504,Husavik,44,CA,1575590690,81,50.56,-96.99,264.26,3.13
505,Mogadishu,100,SO,1575590799,80,2.04,45.34,300.38,4.79
506,Portland,90,US,1575590649,69,43.66,-70.25,276.15,5.1
507,Thunder Bay,90,CA,1575590574,100,48.41,-89.26,268.15,1.5
508,Haines Junction,96,CA,1575590658,97,60.75,-137.51,255.88,1.98
509,Yangambi,6,CD,1575590799,79,0.77,24.47,295.51,0.51
510,Ambilobe,72,MG,1575590799,79,-13.19,49.05,296.96,2.27
511,Inndyr,40,NO,1575590799,75,67.03,14.03,275.15,5.7
512,Alihe,100,CN,1575590799,89,50.57,123.73,250.79,1.88
513,Havre-Saint-Pierre,90,CA,1575590535,85,50.23,-63.6,269.15,2.6
514,Rabaul,78,PG,1575590799,69,-4.2,152.17,301.54,1.54
515,Chipinge,96,ZW,1575590799,87,-20.19,32.62,290.26,1.32
516,Lethem,1,GY,1575590799,53,3.38,-59.8,303.65,6.13
517,Kukuna,40,SL,1575590800,74,8.64,-12.57,301.15,5.1
518,North Myrtle Beach,1,US,1575590669,86,33.83,-78.68,282.15,1.07
519,Kholm-Zhirkovskiy,99,RU,1575590800,88,55.52,33.47,273.33,5.81
520,Oban,100,GB,1575590800,89,56.42,-5.47,283.75,6.07
521,Necochea,28,AR,1575590800,6,-38.55,-58.74,289.82,2.24
522,Casablanca,20,MA,1575590781,93,33.6,-7.62,288.71,1.0
523,Fortuna,90,US,1575590800,59,40.6,-124.16,290.15,5.7
524,Barabinsk,100,RU,1575590800,98,55.35,78.35,272.58,4.64
525,Wagga Wagga,83,AU,1575590800,37,-35.12,147.37,296.48,7.7
526,Biltine,0,TD,1575590800,17,14.53,20.93,293.21,7.27
527,Port Hawkesbury,90,CA,1575590800,74,45.62,-61.36,274.26,1.63
528,Mayor Pablo Lagerenza,100,PY,1575590800,75,-19.93,-60.77,293.11,2.58
529,Saint-Louis,91,SN,1575590800,82,16.03,-16.5,292.15,1.0
530,Muros,43,ES,1575590800,100,42.77,-9.06,284.82,0.5
531,Namtsy,88,RU,1575590800,65,62.72,129.66,234.15,4.0
532,Coahuayana,0,MX,1575590750,58,18.62,-100.35,299.11,0.53
533,Sassandra,93,CI,1575590801,89,4.95,-6.09,299.0,3.78
534,Serafimovich,100,RU,1575590801,92,49.58,42.73,273.71,2.68
535,Botou,0,CN,1575590801,71,38.08,116.55,268.4,2.17
536,Tulum,75,MX,1575590801,73,20.21,-87.46,298.15,2.6
